src,edge_attr,dst
342,people.sibling_relationship.sibling,2
554,film.performance.film,6
632,common.webpage.topic,42
6,award.award_nominated_work.award_nominations,1136
347,freebase.valuenotation.is_reviewed,26
811,common.webpage.topic,34
6,film.film.release_date_s,826
124,sports.sports_facility.teams,14
92,common.topic.notable_types,1165
457,medicine.disease.risk_factors,267
14,baseball.baseball_team.team_stats,1166
1167,music.music_video_gig.music_video_crew_production_role,34
862,basketball.basketball_player_stats.player,2
45,base.descriptive_names.names.descriptive_name,1168
751,freebase.valuenotation.is_reviewed,96
62,common.topic.subjects,353
864,film.film.genre,504
526,common.topic.article,1169
872,award.award_honor.award_winner,2
32,sports.sports_position.players,1170
181,freebase.type_profile.strict_included_types,35
6,film.film.release_date_s,501
22,base.gender.gender_identity.people,1012
153,film.film_regional_release_date.film,6
261,common.webpage.topic,7
287,film.film.starring,250
14,freebase.valuenotation.is_reviewed,636
574,people.person.nationality,69
794,film.film.genre,504
14,organization.organization.previous_names,1171
510,sports.sports_award.season,900
7,common.topic.webpage,1141
152,people.person.spouse_s,151
188,medicine.risk_factor.diseases,457
71,common.topic.webpage,733
43,media_common.netflix_title.netflix_genres,483
287,common.topic.notable_types,31
366,sports.sports_award.award_winner,2
32,sports.sports_position.players,341
67,award.award_ceremony.awards_presented,580
351,people.person.profession,34
43,media_common.netflix_title.netflix_genres,206
2,sports.sports_award_winner.awards,588
34,fictional_universe.character_occupation.characters_with_this_occupation,774
523,film.film.country,69
81,common.topic.notable_types,1107
1172,film.film_regional_release_date.film,71
2,sports.sports_award_winner.awards,271
1112,base.animalnames.animal_specific_name_relationship.gender,22
793,base.animalnames.animal_specific_name_relationship.gender,22
565,freebase.type_profile.strict_included_types,194
415,award.award_honor.award_winner,2
655,film.personal_film_appearance.type_of_appearance,247
916,baseball.baseball_team_stats.team,14
14,baseball.baseball_team.current_coaches,854
218,common.topic.notable_types,35
335,media_common.netflix_title.netflix_genres,1134
45,base.descriptive_names.names.descriptive_name,1173
32,sports.sports_position.players,1103
135,common.webpage.in_index,56
69,location.country.currency_used,804
32,sports.sports_position.players,1174
22,base.schemastaging.context_name.pronunciation,1175
502,award.award_honor.honored_for,189
2,basketball.basketball_player.player_statistics,1072
14,base.rivalries.rival.rivals,374
794,film.film.country,69
1059,base.gender.personal_gender_identity.gender_identity,22
22,medicine.risk_factor.diseases,1176
516,film.film_cut.film,43
574,freebase.valuenotation.is_reviewed,103
6,film.film.other_crew,1177
747,film.performance.film,864
170,film.film.language,137
61,freebase.valuenotation.is_reviewed,103
444,common.topic.image,623
467,fictional_universe.character_occupation.characters_with_this_occupation,1178
176,award.award_nomination.award,175
71,film.film.release_date_s,1172
32,sports.sports_position.players,1158
34,common.topic.subjects,621
543,award.award_honor.award,294
198,base.activism.activism_issue.activists,1143
76,base.activism.activist.area_of_activism,13
6,film.film.written_by,367
124,location.location.events,555
83,freebase.valuenotation.has_value,103
42,film.film.cinematography,1179
326,common.topic.article,1180
198,base.activism.activism_issue.includes_issues,1181
674,film.personal_film_appearance.film,262
875,film.performance.film,6
1182,base.gender.personal_gender_identity.gender_identity,22
607,common.webpage.in_index,56
189,book.book.editions,189
6,film.film.release_date_s,818
22,base.gender.gender_identity.people,1146
561,common.topic.notable_types,581
198,base.activism.activism_issue.activists,68
336,type.property.schema,31
164,people.person.children,377
7,common.topic.webpage,204
89,common.topic.notable_types,468
2,award.award_winner.awards_won,872
1183,film.film_crew_gig.film,42
83,freebase.valuenotation.has_value,26
565,freebase.type_hints.included_types,17
14,sports.professional_sports_team.draft_picks,1184
322,freebase.type_hints.included_types,344
14,baseball.baseball_team.team_stats,1002
144,freebase.valuenotation.is_reviewed,40
831,award.award_honor.award_winner,0
240,film.performance.film,71
62,common.topic.subject_of,984
742,basketball.basketball_player_stats.player,2
22,base.gender.gender_identity.people,949
588,sports.sports_award.award_winner,2
737,tv.tv_guest_personal_appearance.person,2
467,base.descriptive_names.names.descriptive_name,1185
45,type.type.expected_by,1186
22,base.gender.gender_identity.people,1182
164,people.person.children,821
6,film.film.other_crew,939
14,baseball.baseball_team.team_stats,1022
14,baseball.baseball_team.team_stats,850
663,film.personal_film_appearance.type_of_appearance,247
167,medicine.disease.risk_factors,22
713,film.film_crew_gig.film,6
152,people.person.nationality,69
6,common.topic.webpage,215
2,people.person.profession,34
1055,film.film.personal_appearances,1138
14,baseball.baseball_team.team_stats,976
529,baseball.current_coaching_tenure.baseball_team,14
1157,basketball.basketball_player_stats.season,1187
809,location.us_county.hud_county_place,182
45,common.topic.notable_for,1188
140,people.person.ethnicity,63
1138,film.personal_film_appearance.person,2
656,people.sibling_relationship.sibling,184
526,freebase.valuenotation.has_value,103
526,common.topic.notable_for,1189
7,common.topic.webpage,746
355,film.film.starring,960
13,base.activism.activism_issue.activists,220
836,base.animalnames.animal_specific_name_relationship.gender,22
51,award.award_honor.award_winner,2
973,baseball.baseball_team_stats.team,14
6,film.film.release_date_s,572
229,people.person.gender,22
522,film.personal_film_appearance.person,2
6,film.film.country,69
182,location.hud_county_place.county,809
34,music.music_video_job.music_videos_with_this_crew_job,1167
812,baseball.baseball_historical_managerial_position.team,14
534,freebase.valuenotation.has_value,26
164,common.topic.notable_types,35
267,medicine.symptom.symptom_of,316
253,location.location.containedby,69
1190,sports.sports_league_draft_pick.team,14
189,award.award_winning_work.awards_won,502
7,common.topic.webpage,779
536,people.sibling_relationship.sibling,218
456,sports.sports_league.sport,29
786,film.film_regional_release_date.film_release_region,69
1123,sports.sports_league_draft_pick.team,14
697,common.webpage.in_index,56
6,film.film.rating,608
42,award.award_nominated_work.award_nominations,755
6,film.film.release_date_s,1003
42,freebase.valuenotation.is_reviewed,336
886,award.award_honor.award_winner,0
22,medicine.risk_factor.diseases,1191
819,award.award_honor.award_winner,0
679,people.person.nationality,69
129,common.topic.notable_for,1192
2,award.award_winner.awards_won,214
775,education.education.institution,275
890,sports.sports_team_roster.player,2
1110,film.performance.film,42
132,freebase.valuenotation.is_reviewed,103
14,baseball.baseball_team.team_stats,646
142,film.film.personal_appearances,9
402,people.sibling_relationship.sibling,223
873,common.webpage.in_index,56
319,common.webpage.topic,7
43,film.film.genre,206
528,base.schemastaging.phone_sandbox.service_location,69
876,film.personal_film_appearance.film,794
42,film.film.country,69
143,sports.sports_league_draft_pick.team,14
1042,award.award_nomination.nominated_for,42
1049,film.performance.film,6
684,common.topic.notable_types,468
256,freebase.valuenotation.has_value,26
1111,film.film_crew_gig.film,6
7,fictional_universe.character_occupation.characters_with_this_occupation,1193
7,fictional_universe.character_occupation.characters_with_this_occupation,1194
576,baseball.current_coaching_tenure.baseball_team,14
1061,type.property.expected_type,477
158,film.film.genre,390
22,medicine.risk_factor.diseases,1195
1048,common.topic.notable_types,446
275,education.educational_institution.campuses,275
131,common.webpage.in_index,56
6,common.topic.webpage,1196
907,location.mailing_address.citytown,269
34,freebase.type_profile.kind,958
14,baseball.baseball_team.team_stats,635
61,people.person.profession,141
248,award.award_honor.award,294
83,common.topic.article,1197
534,freebase.valuenotation.has_value,103
40,rdf-schema#domain,35
34,base.descriptive_names.names.descriptive_name,1198
42,film.film.other_crew,689
664,common.topic.article,1199
112,book.written_work.author,2
39,freebase.valuenotation.has_value,103
1089,film.film_crew_gig.film,6
71,film.film.starring,1200
110,film.performance.film,42
1174,sports.sports_team_roster.position,32
1151,film.film_regional_release_date.film,6
2,common.topic.article,1201
6,award.award_nominated_work.award_nominations,385
32,sports.sports_position.players,961
22,award.award_discipline.awards_in_this_discipline,404
405,freebase.valuenotation.is_reviewed,96
318,award.award_honor.award,294
165,people.person.parents,129
648,basketball.basketball_player_stats.player,2
113,people.person.parents,164
32,sports.sports_position.players,1202
2,people.person.sibling_s,342
937,biology.hybrid_parentage.parent_sex,22
1043,base.gender.personal_gender_identity.gender_identity,22
141,common.topic.subjects,160
14,book.book_subject.works,242
32,sports.coaching_position.coaches,1203
216,freebase.type_hints.included_types,194
991,common.webpage.in_index,56
42,common.topic.notable_for,1204
455,tv.tv_guest_role.episodes_appeared_in,1205
761,baseball.baseball_team_stats.team,14
6,film.film.executive_produced_by,1206
731,film.film_crew_gig.film_crew_role,34
304,freebase.valuenotation.is_reviewed,40
126,sports.sports_team_roster.position,32
877,base.animalnames.animal_specific_name_relationship.gender,22
220,freebase.valuenotation.is_reviewed,96
1001,sports.sports_league_draft_pick.team,14
518,symbols.namesake.named_after,2
32,sports.sports_position.players,1119
1000,film.film_crew_gig.film,42
466,book.book_subject.works,417
359,award.award_nomination.award_nominee,140
181,freebase.type_profile.strict_included_types,194
322,freebase.type_profile.published,18
1081,film.film_regional_release_date.film,6
7,fictional_universe.character_occupation.characters_with_this_occupation,161
32,sports.sports_position.players,1207
256,freebase.valuenotation.has_value,40
6,film.film.other_crew,65
22,medicine.risk_factor.diseases,188
2,sports.sports_award_winner.awards,461
85,common.webpage.topic,42
32,sports.sports_position.players,1208
478,common.webpage.topic,42
197,freebase.valuenotation.is_reviewed,103
1200,film.performance.film,71
14,sports.professional_sports_team.draft_picks,134
677,time.event.locations,124
176,freebase.valuenotation.has_no_value,803
205,type.type.properties,947
992,sports.pro_sports_played.athlete,2
466,sports.sports_championship_event.champion,1021
1007,biology.hybrid_parentage.parent_sex,22
6,common.topic.webpage,568
1209,film.performance.film,6
31,freebase.type_profile.strict_included_types,194
668,common.topic.article,1210
22,medicine.risk_factor.diseases,1211
34,common.topic.subject_of,1212
241,tv.tv_program.languages,137
1213,sports.sports_team_roster.position,32
42,common.topic.webpage,172
796,baseball.baseball_team_stats.team,14
95,book.author.works_written,112
42,media_common.netflix_title.netflix_genres,288
2,common.topic.notable_for,1214
1093,film.performance.film,43
717,film.film.country,69
1056,sports.sports_team_roster.position,32
13,base.activism.activism_issue.activists,12
808,common.webpage.in_index,56
760,common.webpage.topic,6
322,freebase.type_hints.included_types,194
467,people.profession.specialization_of,89
304,people.person.profession,34
463,organization.leadership.organization,0
386,film.performance.film,6
20,freebase.valuenotation.has_value,520
22,medicine.risk_factor.diseases,1215
127,common.webpage.topic,42
367,film.producer.films_executive_produced,6
34,common.topic.notable_for,1216
14,baseball.baseball_team.team_stats,1010
8,common.webpage.topic,7
7,base.descriptive_names.names.descriptive_name,1217
2,common.topic.webpage,801
813,film.performance.film,42
32,sports.sports_position.players,1213
1062,basketball.basketball_player_stats.player,2
103,type.property.expected_type,344
22,medicine.risk_factor.diseases,1218
6,common.topic.webpage,251
2,common.topic.notable_types,446
815,film.film_crew_gig.film,6
182,location.location.contains,253
32,sports.sports_position.players,1219
518,common.topic.notable_for,1220
2,base.activism.activist.area_of_activism,198
1170,sports.sports_team_roster.position,32
345,film.performance.film,717
252,people.person.ethnicity,63
214,award.award_honor.award_winner,2
794,media_common.netflix_title.netflix_genres,361
14,common.topic.article,1221
367,freebase.valuenotation.has_value,38
1157,basketball.basketball_player_stats.player,2
406,common.webpage.topic,42
729,common.webpage.topic,7
257,sports.sports_league_draft_pick.team,14
351,people.person.nationality,69
1015,basketball.basketball_player_stats.team,272
6,film.film.distributors,860
14,baseball.baseball_team.team_stats,658
912,film.performance.film,6
97,tv.tv_guest_role.actor,2
456,baseball.baseball_league.teams,14
14,sports.professional_sports_team.draft_picks,299
2,people.person.profession,62
1205,common.topic.notable_types,446
22,base.gender.gender_identity.people,584
6,film.film.other_crew,727
22,base.thoroughbredracing.thoroughbred_racehorse_sex.horses_of_this_sex,1025
953,baseball.baseball_team_stats.team,14
17,type.type.properties,636
129,freebase.valuenotation.has_value,26
6,film.film.other_crew,52
227,common.topic.subject_of,62
229,freebase.valuenotation.is_reviewed,40
1117,medicine.disease.risk_factors,22
618,common.webpage.in_index,56
165,people.person.gender,156
22,medicine.risk_factor.diseases,1222
6,film.film.genre,206
6,film.film.directed_by,73
218,common.topic.notable_for,1223
14,baseball.baseball_team.division,321
111,rdf-schema#range,260
2,tv.tv_actor.guest_roles,807
555,time.event.locations,124
1224,base.popstra.fashion_choice.designer,14
733,common.webpage.topic,71
426,basketball.basketball_player_stats.team,272
934,common.topic.notable_types,446
511,common.webpage.in_index,56
503,sports.sports_team_roster.position,32
22,medicine.risk_factor.diseases,1225
45,base.descriptive_names.names.descriptive_name,1226
2,film.person_or_entity_appearing_in_film.films,9
510,sports.sports_award.award_winner,2
1066,sports.sports_team_roster.position,32
332,common.webpage.topic,6
6,common.topic.webpage,55
702,common.webpage.topic,7
377,people.person.parents,164
101,people.person.profession,45
42,film.film.other_crew,1183
271,sports.sports_award.award,310
1219,sports.sports_team_roster.position,32
541,film.performance.actor,2
6,common.topic.webpage,235
542,film.film.personal_appearances,759
351,freebase.valuenotation.is_reviewed,26
140,freebase.valuenotation.is_reviewed,103
807,tv.tv_guest_role.episodes_appeared_in,1227
45,base.descriptive_names.names.descriptive_name,1228
1227,common.topic.notable_types,446
1028,award.award_nomination.nominated_for,42
1072,basketball.basketball_player_stats.team,272
14,organization.organization.headquarters,907
42,award.award_nominated_work.award_nominations,745
549,film.film.language,137
91,medicine.risk_factor.diseases,865
43,film.film.starring,852
2,people.person.places_lived,382
1166,baseball.baseball_team_stats.team,14
729,common.webpage.in_index,56
10,freebase.valuenotation.has_no_value,105
2,basketball.basketball_player.player_statistics,1062
129,freebase.valuenotation.has_value,103
45,base.descriptive_names.names.descriptive_name,1229
7,common.topic.webpage,1142
7,common.topic.webpage,1163
526,people.person.profession,1230
935,film.film_crew_gig.film,42
32,sports.sports_position.players,1231
2,medicine.notable_person_with_medical_condition.condition,91
2,film.actor.film,11
32,sports.sports_position.players,1232
502,freebase.valuenotation.is_reviewed,105
6,film.film.release_date_s,1162
2,film.actor.film,747
71,media_common.netflix_title.netflix_genres,1233
890,sports.sports_team_roster.position,326
34,base.descriptive_names.names.descriptive_name,1234
164,freebase.valuenotation.has_value,38
22,medicine.risk_factor.diseases,1235
182,base.biblioness.bibs_location.state,276
417,book.written_work.author,297
42,film.film.film_production_design_by,102
791,biology.hybrid_parentage.parent_sex,22
383,people.person.gender,156
1236,baseball.current_coaching_tenure.baseball_team,14
781,common.webpage.in_index,56
34,common.topic.webpage,1144
1055,film.film.starring,437
22,medicine.risk_factor.diseases,1133
2,people.person.parents,164
22,medicine.risk_factor.diseases,1237
42,film.film.cinematography,405
6,film.film.film_set_decoration_by,1238
1060,sports.sports_league_draft_pick.team,14
6,film.film.costume_design_by,1239
32,sports.sports_position.players,224
43,media_common.netflix_title.netflix_genres,1240
32,sports.sports_position.players,566
772,award.award_winner.awards_won,301
205,freebase.type_profile.published,18
466,time.event.locations,269
20,freebase.valuenotation.has_value,894
34,award.award_discipline.awards_in_this_discipline,1241
988,business.company_name_change.company,14
359,award.award_nomination.nominated_for,6
405,people.person.gender,22
42,film.film.runtime,305
14,organization.organization.previous_names,1242
7,common.topic.webpage,180
575,baseball.baseball_manager.current_team_managed,14
652,baseball.baseball_team_stats.team,14
296,freebase.valuenotation.has_value,947
14,sports.professional_sports_team.draft_picks,1156
2,freebase.valuenotation.is_reviewed,40
6,film.film.other_crew,94
1203,sports.sports_team_coach_tenure.position,32
249,tv.regular_tv_appearance.actor,2
746,common.webpage.topic,7
6,media_common.netflix_title.netflix_genres,1243
749,common.webpage.in_index,56
170,film.film.country,69
1034,film.film_crew_gig.film_crew_role,34
717,media_common.netflix_title.netflix_genres,361
276,base.biblioness.bibs_location.country,69
34,common.topic.subject_of,1244
300,award.award_nominated_work.award_nominations,492
26,rdf-schema#range,322
1184,sports.sports_league_draft_pick.team,14
43,media_common.netflix_title.netflix_genres,839
14,sports.sports_team.league,320
467,fictional_universe.character_occupation.characters_with_this_occupation,1245
6,film.film.starring,1209
182,location.location.contains,283
241,common.topic.notable_types,260
661,common.webpage.in_index,56
83,freebase.valuenotation.has_value,40
67,award.award_ceremony.nominees,1042
184,people.person.sibling_s,656
481,people.cause_of_death.includes_causes_of_death,481
2,sports.sports_award_winner.awards,327
375,common.topic.notable_types,193
198,base.activism.activism_issue.activists,197
702,common.webpage.in_index,56
1025,base.thoroughbredracing.thoroughbred_racehorse.country,69
311,freebase.valuenotation.has_no_value,105
318,freebase.valuenotation.has_no_value,111
1037,tv.tv_character.appeared_in_tv_episodes,807
14,sports.sports_team.championships,677
193,freebase.type_profile.strict_included_types,194
186,people.person.gender,156
14,baseball.baseball_team.current_coaches,1236
626,sports.sports_league_draft_pick.team,14
67,award.award_ceremony.nominees,706
83,people.person.parents,152
170,film.film.personal_appearances,655
34,film.film_job.films_with_this_crew_job,830
705,sports.sports_league_draft_pick.team,14
6,film.film.featured_film_locations,269
774,fictional_universe.fictional_character.occupation,34
1242,business.company_name_change.company,14
42,award.award_nominated_work.award_nominations,1042
14,common.topic.image,509
555,sports.sports_championship_event.champion,14
351,base.activism.activist.area_of_activism,13
459,freebase.valuenotation.has_no_value,111
6,film.film.language,137
43,film.film.runtime,70
14,base.popstra.company.fashion_choice,1224
1055,common.topic.notable_types,31
605,sports.sports_league_draft_pick.team,14
6,film.film.executive_produced_by,2
45,freebase.type_profile.strict_included_types,194
223,people.person.sibling_s,402
276,base.locations.states_and_provences.country,69
182,location.place_with_neighborhoods.neighborhoods,969
411,sports.sports_league_draft_pick.team,14
442,award.award_nomination.nominated_for,42
92,music.recording.artist,551
7,fictional_universe.character_occupation.characters_with_this_occupation,1246
424,freebase.type_hints.included_types,194
14,sports.professional_sports_team.draft_picks,532
68,common.topic.notable_types,35
252,film.producer.films_executive_produced,6
582,award.award_honor.award_winner,2
276,location.us_state.capital,182
510,sports.sports_award.team,272
34,film.film_job.films_with_this_crew_job,1030
991,common.webpage.topic,7
6,award.award_nominated_work.award_nominations,832
602,common.topic.notable_types,31
1196,common.webpage.topic,6
1153,award.award_nomination.nominated_for,42
101,people.person.profession,181
34,base.descriptive_names.names.descriptive_name,1247
901,sports.sports_team_roster.position,32
24,common.topic.notable_types,1107
872,award.award_honor.award,294
14,baseball.baseball_team.current_coaches,331
758,organization.leadership.person,1118
668,organization.organization.founders,2
71,film.film.directed_by,1248
71,film.film.runtime,369
241,film.film.personal_appearances,128
2,film.person_or_entity_appearing_in_film.films,876
544,freebase.valuenotation.has_no_value,105
2,base.schemastaging.person_extra.net_worth,982
102,freebase.valuenotation.is_reviewed,96
32,sports.sports_position.players,74
35,freebase.type_profile.strict_included_types,194
786,film.film_regional_release_date.film,6
561,people.person.ethnicity,63
537,people.person.place_of_birth,69
6,film.film.release_date_s,1114
36,freebase.valuenotation.has_no_value,111
13,base.activism.activism_issue.activists,304
140,people.person.gender,156
61,freebase.valuenotation.is_reviewed,38
203,people.person.nationality,69
6,film.film.starring,1108
485,baseball.baseball_team_stats.team,14
14,base.schemastaging.organization_extra.phone_number,528
68,medicine.notable_person_with_medical_condition.condition,1131
506,sports.sports_award.season,525
1160,sports.sports_league_draft_pick.team,14
6,common.topic.notable_types,31
158,film.film.language,137
408,baseball.baseball_team_stats.team,14
977,film.film_crew_gig.film,42
389,tv.tv_guest_role.actor,2
43,film.film.directed_by,679
627,film.performance.film,43
124,location.location.events,698
235,common.webpage.topic,6
206,base.kinometric.genre.incompatible_genres,390
844,common.webpage.resource,843
1177,film.film_crew_gig.film,6
602,film.film.genre,504
255,film.film.starring,708
234,common.webpage.in_index,56
2,tv.tv_actor.guest_roles,769
514,sports.sports_team_roster.position,32
12,people.person.gender,22
664,common.topic.image,1249
14,baseball.baseball_team.team_stats,403
71,film.film.rating,608
569,common.webpage.in_index,56
120,people.person.gender,22
618,common.webpage.topic,7
242,common.topic.notable_types,424
122,tv.regular_tv_appearance.actor,2
210,common.webpage.in_index,56
707,film.film_crew_gig.film,6
62,common.topic.notable_types,468
1138,film.personal_film_appearance.film,1055
574,people.person.gender,156
465,media_common.media_genre.parent_genre,390
131,common.webpage.topic,7
301,award.award_honor.award_winner,2
14,sports.professional_sports_team.draft_picks,1016
92,music.recording.artist,144
1129,film.film_regional_release_date.film,6
367,people.person.profession,34
152,people.person.children,218
664,common.topic.article,1250
717,film.film.starring,345
478,common.webpage.in_index,56
639,common.webpage.in_index,56
759,film.personal_film_appearance.film,542
664,common.topic.article,1251
14,sports.professional_sports_team.draft_picks,859
34,film.film_job.films_with_this_crew_job,577
170,film.film.genre,504
383,freebase.valuenotation.has_value,40
751,people.person.nationality,69
664,base.familyguy.family_guy_episode.references,587
181,people.profession.corresponding_type,181
22,common.topic.subjects,212
417,common.topic.notable_for,1252
518,common.topic.notable_types,17
165,common.topic.notable_types,35
141,common.topic.subject_of,621
14,sports.professional_sports_team.draft_picks,1190
252,people.person.children,140
34,award.award_discipline.awards_in_this_discipline,1253
357,award.award_nomination.nominated_for,189
6,film.film.starring,527
6,film.film.executive_produced_by,140
1157,basketball.basketball_player_stats.team,272
1077,location.mailing_address.country,69
156,base.animalnames.animal_gender.animal_names,793
32,sports.sports_position.players,1084
22,medicine.risk_factor.diseases,1254
113,freebase.valuenotation.has_value,40
6,film.film.starring,986
2,tv.tv_actor.guest_roles,414
335,film.film.rating,608
778,sports.sports_league_draft_pick.team,14
42,film.film.release_date_s,711
281,film.film_crew_gig.film,6
92,music.recording.artist,1255
2,people.person.profession,45
1171,business.company_name_change.company,14
112,book.written_work.author,95
38,rdf-schema#range,35
